"","mac","mae_scaled","within_50","within_95"
"185",0.770875,0.679426823192539,0.7,0.99
"186",0.662875,0.718083853199583,0.75,0.98
"187",0.751,0.609505623156861,0.74,1
"188",0.62375,0.668540348388889,0.76,1
"189",0.801375,0.70683187819914,0.71,0.97
"190",0.664125,0.606094096459028,0.74,0.98
"191",0.71925,0.715840416718586,0.74,0.98
"192",0.550625,0.558988257849973,0.79,0.99
"193",0.555125,0.473296939879835,0.79,1
"194",0.47075,0.523532138699595,0.82,0.99
"195",0.708625,0.637450028132983,0.78,0.97
"196",0.6775,0.609034945107445,0.74,0.98
"197",0.56925,0.508430340643554,0.81,0.99
"198",0.704375,0.657219465803372,0.76,0.99
"199",0.635125,0.613215545792943,0.74,0.97
"200",0.660375,0.672025266581816,0.76,0.97
"201",0.725875,0.538934543099706,0.77,0.97
"202",0.55475,0.586825094297739,0.79,0.99
"203",0.59775,0.57151714471876,0.77,0.98
"204",0.711,0.651609402908632,0.77,0.98
"205",0.705875,0.711462888639392,0.72,0.97
"206",0.778625,0.756465737366918,0.78,0.98
"207",0.674875,0.744322022258836,0.73,0.95
"208",0.526625,NA,0.81,0.97
"209",0.5105,0.482856843540963,0.79,0.98
"210",0.673875,0.70555782182479,0.78,0.97
"211",0.688875,0.668428222115795,0.77,0.98
"212",0.629625,0.616059541373247,0.81,0.99
"213",0.607625,0.672858896106538,0.77,0.98
"214",0.783875,0.813240968272505,0.77,0.98
"215",0.622,0.657233004620059,0.74,0.97
"216",0.666125,0.605734738709192,0.73,1
"217",0.738,0.651684410501174,0.71,0.98
"218",0.603,0.590706553145205,0.76,0.97
"219",0.667125,0.70494697527133,0.78,0.99
"220",0.47375,0.48955775292102,0.73,0.99
"221",0.77625,0.718222500680677,0.77,1
"222",0.674,0.594156051570311,0.75,0.97
"223",0.68525,0.658649296041835,0.74,0.97
"224",0.690125,0.598505757470129,0.72,0.99
"225",0.593875,0.652245956386574,0.79,0.98
"226",0.750375,0.614654407117546,0.75,0.96
"227",0.621625,0.58234503736232,0.8,0.99
"228",0.823125,0.857934126853499,0.7,0.94
"229",0.7745,0.724193569597497,0.72,0.98
"230",0.730625,0.620509613282729,0.78,0.99
"231",0.614125,0.535870463399899,0.78,1
"232",0.561125,0.543868416413422,0.83,0.98
"233",0.583375,0.605078519270831,0.8,1
"234",0.856625,0.805537837221657,0.69,1
"235",0.716375,0.711411960931725,0.74,0.99
"236",0.69275,0.600999869143169,0.75,1
"237",0.67675,0.653497046519338,0.82,0.97
"238",0.77875,0.692682080300918,0.77,0.97
"239",0.603875,0.560397595880803,0.83,0.98
"240",0.518125,0.595309959195361,0.83,0.98
"241",0.652125,0.650910130311028,0.76,0.97
"242",0.771375,0.667999341981312,0.75,0.99
"243",0.6875,0.650808064046231,0.78,0.98
"244",0.593625,0.558083055808316,0.82,0.98
"245",0.744125,0.668397255435268,0.71,1
"246",0.771375,0.795558314724708,0.74,0.96
"247",0.66275,0.597662998380116,0.79,0.96
"248",0.59675,0.602413016891477,0.83,0.99
"249",0.7705,0.787010800645912,0.72,0.96
"250",0.565375,0.536051475325287,0.81,1
"251",0.717375,0.567056002755815,0.74,0.98
"252",0.714,NA,0.68,0.97
"253",0.544875,0.581232870875061,0.8,0.98
"254",0.6655,0.565111009717911,0.81,0.97
"255",0.7185,0.611492269668231,0.8,0.99
"256",0.84,0.732181340191835,0.72,1
"257",0.740375,0.650798869670194,0.75,1
"258",0.5655,0.51473714603672,0.84,0.99
"259",0.6735,0.640231972867291,0.81,0.99
"260",0.683875,0.597482804874754,0.74,0.98
"261",0.73925,0.642714479870383,0.77,0.99
"262",0.742625,0.603410583542398,0.72,0.99
"263",0.852,NA,0.78,0.98
"264",0.5935,0.576485760578632,0.75,0.99
"265",0.746875,0.810784370253917,0.73,0.99
"266",0.7045,0.614670611598815,0.78,0.99
"267",0.663625,0.59700653548275,0.81,0.99
"268",0.677875,0.650933655768739,0.78,0.98
"269",0.639375,0.542233607611693,0.78,0.97
"270",0.59325,0.541908490416774,0.83,0.99
"271",0.7225,NA,0.76,0.97
"272",0.835125,0.702231675863817,0.69,1
"273",0.637875,0.632425426456576,0.79,0.98
"274",0.90175,0.678318849439853,0.7,0.98
"275",0.909625,0.770262200238403,0.65,0.98
"276",0.723875,0.611454381631062,0.76,0.97
"277",0.681,0.680366468926217,0.82,0.98
"278",0.644375,0.715684934113254,0.77,0.98
"279",0.6295,0.644547498609657,0.76,0.98
"280",0.65725,0.606343311083228,0.75,0.98
"281",0.7695,0.70230471933329,0.7,0.98
"282",0.617875,0.563099816860871,0.79,0.98
"283",0.84625,0.854730710407198,0.78,0.97
"284",0.694875,0.631325027594749,0.74,0.99
"285",0.68675,0.618684507479342,0.81,0.96
"286",0.6865,0.647376854827213,0.77,0.98
"287",0.56,0.630949706907624,0.78,0.99
"288",0.72425,0.630838483455312,0.73,0.98
"289",0.744,0.702888656966787,0.71,0.99
"290",0.655875,0.685459619675882,0.77,0.98
"291",0.684,0.613415745635407,0.79,0.98
"292",0.64975,0.566536441572856,0.72,0.99
"293",0.65125,0.554399450408452,0.79,0.99
"294",0.782875,0.69970504225161,0.7,0.97
"295",0.567375,0.593031224604578,0.77,0.99
"296",0.76425,0.674871978387625,0.81,0.99
"297",0.785,0.746396220988109,0.8,0.97
"298",0.65675,0.613809409040372,0.8,0.97
"299",0.5915,0.562281848196691,0.8,0.97
"300",0.83175,0.897945147143478,0.82,0.97
"301",0.7005,0.638613748559799,0.7,0.99
"302",0.68375,0.737509942053373,0.76,0.99
"303",0.80275,0.821893120611046,0.71,0.99
"304",0.434,0.497249218530611,0.83,0.99
"305",0.800625,0.64575750671175,0.72,0.99
"306",0.485375,0.509483152940472,0.73,0.99
"307",0.753875,0.64420714491922,0.76,0.99
"308",0.65475,0.673218605991494,0.73,1
"309",0.78525,0.715128648734755,0.72,1
"310",0.577375,0.595616906685826,0.77,0.98
"311",0.734625,0.607807841253928,0.74,0.99
"312",0.733,0.606650202073521,0.75,0.99
"313",0.545875,0.54877658760968,0.8,0.97
"314",0.516125,0.498862986562632,0.82,0.99
"315",0.78075,0.773033419252521,0.77,0.98
"316",0.880625,0.761909170585869,0.68,0.96
"317",0.6255,0.620916344586305,0.86,0.99
"318",0.59225,0.549119693870647,0.85,0.96
"319",0.58825,0.614801498604652,0.75,0.98
"320",0.639375,NA,0.74,0.95
"321",0.77625,0.719811476464097,0.77,1
"322",0.78675,0.633161504869453,0.79,0.99
"323",0.68275,0.69382425673957,0.75,0.97
"324",0.867625,0.815349303600583,0.73,0.99
"325",0.471875,0.448818711418282,0.84,0.99
"326",0.8355,0.73261936271368,0.67,0.97
"327",0.671375,0.668290842068974,0.77,0.98
"328",0.650375,0.620492639520763,0.82,1
"329",0.4715,0.450297978078273,0.84,0.97
"330",0.7765,0.716075305262437,0.73,1
"331",0.625,0.596552731805191,0.78,0.96
"332",0.779,0.813544708817236,0.75,1
"333",0.624125,0.640924697170201,0.79,0.99
"334",0.67475,NA,0.75,0.96
"335",0.91725,0.728148443233596,0.71,0.99
"336",0.5595,0.477416049508621,0.86,0.99
"337",0.767375,0.77586070849252,0.74,0.99
"338",0.737625,0.712978857100706,0.73,0.98
"339",0.543625,0.657459492420203,0.77,0.99
"340",0.821375,0.870367352040682,0.82,0.96
"341",0.67375,0.579255276137227,0.81,0.99
"342",0.595,0.489503576576336,0.78,1
"343",0.718125,0.712666353048365,0.72,1
"344",0.616625,0.56844646145769,0.79,0.98
"345",0.708375,0.623749949113144,0.73,0.99
"346",0.659,0.661343125394717,0.74,0.97
"347",0.686625,0.737567812191193,0.71,0.99
"348",0.713875,0.629197693252229,0.79,0.95
"349",0.69075,0.793092200919155,0.8,1
"350",0.625875,0.565402354712694,0.8,1
"351",0.733875,0.797050030547246,0.78,0.99
"352",0.698625,0.586940030913803,0.76,0.95
"353",0.74475,0.630048377544118,0.79,0.99
"354",0.70725,0.605593704740519,0.77,0.99
"355",0.85925,0.809815380911202,0.74,0.97
"356",0.6825,0.643197632129332,0.76,0.98
"357",0.586125,0.507218728020209,0.78,1
"358",0.684875,0.577266560967585,0.76,0.97
"359",0.59225,0.512394593432231,0.78,1
"360",0.72075,0.724024391064457,0.72,0.96
"361",0.624375,0.574844980444546,0.78,1
"362",0.44725,0.49505934415553,0.87,0.98
"363",0.470875,0.595125442864177,0.75,0.99
"364",0.67325,0.596802333569841,0.83,1
"365",0.64,0.680146144475589,0.8,0.98
"366",0.494875,0.55595622347558,0.83,0.99
"367",0.706125,0.693704369489868,0.79,1
"368",0.628875,0.666936316485278,0.77,0.95
"369",0.490875,0.534206716978036,0.81,0.98
"370",0.833625,0.764710777932797,0.72,0.99
"371",0.65575,0.559511895853444,0.78,0.98
"372",0.539,NA,0.77,0.96
"373",0.56775,0.658908687637386,0.78,0.99
"374",0.83025,NA,0.72,0.94
"375",0.65125,0.629396050257685,0.82,0.99
"376",0.769625,0.646147057244864,0.8,0.96
"377",0.618375,0.567653767874843,0.79,0.98
"378",0.74975,0.645187847583353,0.78,0.99
"379",0.65575,0.65011002724028,0.76,0.99
"380",0.75375,0.611329467654408,0.66,0.99
"381",0.681875,0.733274851837003,0.82,0.98
"382",0.584375,0.514205610124463,0.81,0.98
"383",0.788125,0.662233381801619,0.7,0.99
"384",0.5825,0.578000458900861,0.78,0.98
"385",0.6485,NA,0.78,0.97
"386",0.66225,0.590518908817597,0.69,0.98
"387",0.582375,0.5944673730423,0.85,0.98
"388",0.59375,NA,0.8,0.98
"389",0.693625,0.657534580575711,0.77,0.98
"390",0.72575,0.638072914613982,0.75,0.98
"391",0.777,0.738042773579616,0.74,0.99
"392",0.865375,0.686460142560888,0.71,0.97
"393",0.629375,0.513785091357581,0.73,0.99
"394",0.758,0.645542848756192,0.67,0.97
"395",0.66475,NA,0.77,1
"396",0.64925,0.608859105603057,0.82,0.99
"397",0.809875,0.686415955175683,0.74,0.96
"398",0.625,0.643974687419469,0.82,0.99
"399",0.534375,0.528952524412589,0.83,0.98
"400",0.746875,0.780132339769567,0.76,0.99
"401",0.7955,0.779429368234812,0.73,0.95
"402",0.73375,0.671771914369373,0.75,0.99
"403",0.9165,0.704567040043067,0.73,0.98
"404",0.593625,0.534114491849912,0.77,0.99
"405",0.750875,0.655281739808189,0.72,0.98
"406",0.55775,NA,0.78,0.97
"407",0.64075,0.524576646664874,0.77,1
"408",0.60575,0.62675108631113,0.78,0.99
"409",0.823875,0.6746182310608,0.73,0.99
"410",0.546,0.48893014462271,0.77,0.96
"411",0.6405,0.616817141768478,0.8,0.97
"412",0.7745,0.783331821649996,0.72,0.97
"413",0.692625,0.620534476066141,0.76,1
"414",0.777875,0.621593421614992,0.74,0.97
"415",0.507625,0.519848924509057,0.81,1
"416",0.731,0.615747359287387,0.78,0.96
"417",0.866,0.762960726227229,0.64,0.93
"418",0.610125,0.641547247809809,0.77,0.98
"419",0.57225,0.548392953363441,0.76,1
"420",0.607125,0.685938453421737,0.78,0.99
"421",0.7495,0.6576813311204,0.68,0.98
"422",0.6475,0.615965205165865,0.76,1
"423",0.532625,0.482850886490959,0.79,1
"424",0.78575,0.704398924743763,0.72,0.97
"425",0.727875,0.663075710560262,0.81,0.99
"426",0.703375,0.596355513503739,0.77,0.98
"427",0.649375,0.599685797965109,0.77,0.98
"428",0.605125,0.562358154243128,0.74,0.98
"429",0.67325,0.578308734390628,0.78,0.98
"430",0.618,0.542299532416643,0.79,0.99
"431",0.836125,0.586954531956791,0.67,0.99
"432",0.744875,0.69851103476729,0.81,0.98
"433",0.66175,0.641426068282178,0.82,0.99
"434",0.745125,0.763487437585977,0.74,1
"435",0.690875,0.607581012719041,0.76,0.99
"436",0.6975,0.591064299421105,0.78,0.98
"437",0.523,0.507960544658746,0.85,0.98
"438",0.582,0.583833369939326,0.84,0.97
"439",0.946375,0.80330369791755,0.68,0.99
"440",0.74725,0.770311648345013,0.71,0.98
"441",0.50675,0.632924027532981,0.74,0.99
"442",0.675125,0.590415064013596,0.76,0.96
"443",0.648375,0.640517503766114,0.76,1
"444",0.57775,0.620357314040899,0.77,1
"445",0.6825,0.567188492808152,0.78,1
"446",0.65475,0.585264235074546,0.73,0.99
"447",0.788125,0.696067754379184,0.72,0.99
"448",0.674,0.690061134650421,0.8,0.98
"449",0.69,0.644404562335541,0.81,1
"450",0.837,0.846655132428179,0.71,0.99
"451",0.718875,0.72116870424324,0.78,0.97
"452",0.705625,0.698779093547027,0.69,0.98
"453",0.6585,0.580160274110584,0.79,0.97
"454",0.723625,0.770597087051236,0.8,0.96
"455",1.010625,0.920136362631585,0.66,0.98
"456",0.65575,0.599026140372194,0.73,0.97
"457",0.795375,0.705146221003939,0.74,0.99
"458",0.6215,0.567602869974758,0.76,0.98
"459",0.688,0.745092065931382,0.74,0.96
"460",0.62575,0.509172235882324,0.85,0.97
"461",0.645875,0.622282438957685,0.8,0.97
"462",0.56725,0.54501814412923,0.82,0.98
"463",0.659,0.677038799232391,0.8,0.99
"464",0.9,0.728308924828737,0.71,0.98
"465",0.586125,0.55655003406594,0.84,0.98
"466",0.73225,0.819733018467236,0.77,0.97
"467",0.69625,0.698217450760214,0.79,0.98
"468",0.65025,0.645105161196679,0.8,0.99
"469",0.617125,0.614319272724022,0.75,0.96
"470",0.83875,0.815120054538941,0.69,0.98
"471",0.70925,0.730576358300528,0.74,0.97
"472",0.714625,0.636328520533842,0.7,0.97
"473",0.56975,0.602841582975287,0.73,1
"474",0.865625,0.849402218904596,0.73,0.97
"475",0.63825,0.638127406751772,0.8,0.99
"476",0.657375,0.632325589785971,0.84,0.99
"477",0.752625,0.790485072174829,0.84,0.97
"478",0.61775,0.619332119715515,0.8,0.98
"479",0.81225,0.729873269524149,0.73,0.98
"480",0.6305,0.631730649569829,0.84,0.99
"481",0.704875,0.658199583402454,0.78,0.99
"482",0.745625,0.66396203531879,0.74,0.98
"483",0.69675,0.648767516616443,0.73,0.97
"484",0.666125,0.655342931219931,0.76,0.96
"485",0.787875,0.892248145501584,0.72,0.99
"486",0.484,0.489540250933437,0.87,1
"487",0.808,0.687225926675425,0.72,0.97
"488",0.639,0.594667592287334,0.82,0.95
"489",0.967625,0.799311879037342,0.7,0.98
"490",0.69825,0.617948166669718,0.75,0.98
"491",0.5315,0.513996492717705,0.81,0.98
"492",0.738375,0.713101009071086,0.75,0.97
"493",0.5145,0.479092164696063,0.82,0.99
"494",0.619125,0.517803670605063,0.82,0.98
"495",0.576375,0.565168414007232,0.8,0.98
"496",0.77425,0.678466462047399,0.74,0.96
"497",0.68125,0.626424855969895,0.76,0.99
"498",0.686625,0.595740498637199,0.8,0.98
"499",0.792625,0.640665648533363,0.71,0.98
"500",0.80525,0.627958801997064,0.73,0.98
"501",0.677625,0.672771698485452,0.78,0.98
"502",0.68775,0.650575080979271,0.71,0.98
"503",0.786875,0.731596104517471,0.76,0.96
"504",0.702875,0.582155925645692,0.75,1
"505",0.78475,0.685319837040583,0.69,0.98
"506",0.662375,0.529468233801582,0.79,0.99
"507",0.72675,0.67561724943135,0.73,0.98
"508",0.601875,0.588696304691106,0.82,0.96
"509",0.62,0.540844140511469,0.82,1
"510",0.836875,0.767986403500814,0.72,1
"511",0.865375,0.871950658531406,0.71,0.97
"512",0.717625,0.714874316220194,0.82,0.99
"513",0.807125,0.810190179065535,0.74,0.98
"514",0.91275,0.726916899892705,0.69,0.99
"515",0.587,0.601412619427839,0.77,0.99
"516",0.620875,0.564899438352821,0.81,0.98
"517",0.62325,0.656821807148557,0.75,1
"518",0.6335,0.644674657893365,0.76,0.94
"519",0.6715,0.671120268667124,0.65,0.96
"520",0.771625,0.740358338768804,0.74,0.96
"521",0.568375,0.578994013211836,0.79,1
"522",0.566875,0.559515027782242,0.75,0.98
"523",0.705375,0.671492656926405,0.72,0.97
"524",0.71425,0.641252713924663,0.73,0.98
"525",0.611625,0.597017811843252,0.76,0.98
"526",0.694375,0.64622476917661,0.76,0.99
"527",0.673,0.638300929269833,0.79,1
"528",0.95525,0.966786937984178,0.82,0.99
"529",0.59675,0.508659613820642,0.82,1
"530",0.616375,0.598166160067894,0.8,1
"531",0.674875,0.59740299861359,0.78,0.99
"532",0.986375,0.865970826419197,0.65,0.95
"533",0.5945,0.55603283488871,0.8,0.99
"534",0.6865,0.61772381560532,0.78,0.97
"535",0.639875,0.618583320233837,0.74,0.97
"536",0.687375,0.564680258532584,0.78,1
"537",0.744,0.616873088299152,0.74,0.97
"538",0.704125,0.697754301644012,0.77,0.99
"539",0.71125,0.653678335567682,0.77,0.99
"540",0.719,0.63998481552649,0.73,1
"541",0.77425,0.750317011346227,0.69,0.96
"542",0.564625,0.586639917824117,0.78,0.99
"543",0.638125,0.755221608201739,0.79,1
"544",0.737125,0.612875936466543,0.78,0.98
"545",0.784,0.681512625317331,0.75,0.98
"546",0.674375,0.701131013722413,0.86,0.99
"547",0.64325,0.593992421518343,0.78,0.97
"548",0.536125,0.588654901662154,0.8,0.97
"549",0.602125,0.55518046984258,0.82,0.99
"550",0.972875,0.777475833837662,0.67,0.97
"551",0.647625,0.733466919681916,0.79,0.99
"552",0.60825,NA,0.82,0.98
"553",0.631625,0.60929983639039,0.74,0.99
"554",0.767875,0.742351880131017,0.69,0.98
"555",0.503375,NA,0.84,0.99
"556",0.666875,0.580131455726089,0.81,0.98
"557",0.921875,0.699095249367849,0.69,0.95
"558",0.801125,0.792550098698783,0.67,0.99
"559",0.744875,0.680360301848044,0.72,0.97
"560",0.875375,0.934074757701962,0.69,0.93
"561",0.70625,0.599001991370118,0.73,0.99
"562",0.71775,0.629053550445854,0.71,0.96
"563",0.699125,0.638621593582197,0.75,0.97
"564",0.69025,0.727224768500486,0.78,1
"565",0.557875,0.560966233024381,0.76,0.99
"566",0.414875,NA,0.88,0.99
"567",0.68725,0.587084239117769,0.76,0.98
"568",0.867875,0.801209827656137,0.71,0.93
"569",0.545,0.557270716324148,0.78,0.97
"570",0.63425,0.538595066588961,0.77,0.99
"571",0.53875,0.603113055830033,0.79,0.98
"572",0.7215,0.621937770607924,0.79,0.98
"573",0.52175,0.512990595173235,0.77,0.97
"574",0.736875,0.72105301308652,0.8,0.99
"575",0.760125,0.684107640917261,0.75,0.98
"576",0.531875,0.576015755015139,0.8,0.99
"577",0.709,0.634757250051378,0.77,0.99
"578",0.586625,0.689128035594068,0.78,0.96
"579",0.669125,0.602566473006598,0.73,0.99
"580",0.701375,0.627289120362097,0.76,0.99
"581",0.81075,0.706049700728278,0.72,0.99
"582",0.74675,NA,0.74,0.99
"583",0.7055,0.647018709615006,0.78,0.98
"584",0.586375,0.515893356070712,0.77,0.97
"585",0.71075,0.698856381594847,0.78,0.98
"586",0.7625,0.692613640670113,0.77,0.99
"587",0.936625,0.768715611424304,0.68,0.96
"588",0.650125,0.551447735911688,0.78,1
"589",0.733875,0.632858111390515,0.78,0.99
"590",0.682625,0.708782543755988,0.76,0.98
"591",0.706,0.591501903905054,0.7,0.98
"592",0.563875,0.597591684162421,0.78,1
"593",0.753,0.765089341878431,0.75,0.94
"594",0.7035,0.656215481104237,0.8,0.99
